PassengerId,Sex,Age,Pclass,Companions,Fare,Embarked_C,Embarked_Q,Embarked_S,Survived
580,male,32.0,3,0,7.92,0,0,1,1
581,female,25.0,2,1,30.0,0,0,1,1
582,female,39.0,1,1,110.88,1,0,0,1
583,male,54.0,2,0,26.0,0,0,1,0
584,male,36.0,1,0,40.12,1,0,0,0
585,male,30.0,3,0,8.71,1,0,0,0
586,female,18.0,1,0,79.65,0,0,1,1
587,male,47.0,2,0,15.0,0,0,1,0
588,male,60.0,1,1,79.2,1,0,0,1
589,male,22.0,3,0,8.05,0,0,1,0
590,male,30.0,3,0,8.05,0,0,1,0
591,male,35.0,3,0,7.12,0,0,1,0
592,female,52.0,1,1,78.27,1,0,0,1
593,male,47.0,3,0,7.25,0,0,1,0
594,female,30.0,3,0,7.75,0,1,0,0
595,male,37.0,2,1,26.0,0,0,1,0
596,male,36.0,3,1,24.15,0,0,1,0
597,female,30.0,2,0,33.0,0,0,1,1
598,male,49.0,3,0,0.0,0,0,1,0
599,male,30.0,3,0,7.22,1,0,0,0
600,male,49.0,1,1,56.93,1,0,0,1
601,female,24.0,2,1,27.0,0,0,1,1
602,male,30.0,3,0,7.9,0,0,1,0
603,male,30.0,1,0,42.4,0,0,1,0
604,male,44.0,3,0,8.05,0,0,1,0
605,male,35.0,1,0,26.55,1,0,0,1
606,male,36.0,3,1,15.55,0,0,1,0
607,male,30.0,3,0,7.9,0,0,1,0
608,male,27.0,1,0,30.5,0,0,1,1
609,female,22.0,2,1,41.58,1,0,0,1
610,female,40.0,1,0,153.46,0,0,1,1
611,female,39.0,3,1,31.27,0,0,1,0
612,male,30.0,3,0,7.05,0,0,1,0
613,female,30.0,3,1,15.5,0,1,0,1
614,male,30.0,3,0,7.75,0,1,0,0
615,male,35.0,3,0,8.05,0,0,1,0
616,female,24.0,2,1,65.0,0,0,1,1
617,male,34.0,3,1,14.4,0,0,1,0
618,female,26.0,3,1,16.1,0,0,1,0
619,female,4.0,2,1,39.0,0,0,1,1
620,male,26.0,2,0,10.5,0,0,1,0
621,male,27.0,3,1,14.45,1,0,0,0
622,male,42.0,1,1,52.55,0,0,1,1
623,male,20.0,3,1,15.74,1,0,0,1
624,male,21.0,3,0,7.85,0,0,1,0
625,male,21.0,3,0,16.1,0,0,1,0
626,male,61.0,1,0,32.32,0,0,1,0
627,male,57.0,2,0,12.35,0,1,0,0
628,female,21.0,1,0,77.96,0,0,1,1
629,male,26.0,3,0,7.9,0,0,1,0
630,male,30.0,3,0,7.73,0,1,0,0
631,male,80.0,1,0,30.0,0,0,1,1
632,male,51.0,3,0,7.05,0,0,1,0
633,male,32.0,1,0,30.5,1,0,0,1
634,male,30.0,1,0,0.0,0,0,1,0
635,female,9.0,3,1,27.9,0,0,1,0
636,female,28.0,2,0,13.0,0,0,1,1
637,male,32.0,3,0,7.92,0,0,1,0
638,male,31.0,2,1,26.25,0,0,1,0
639,female,41.0,3,0,39.69,0,0,1,0
640,male,30.0,3,1,16.1,0,0,1,0
641,male,20.0,3,0,7.85,0,0,1,0
642,female,24.0,1,0,69.3,1,0,0,1
643,female,2.0,3,1,27.9,0,0,1,0
644,male,30.0,3,0,56.5,0,0,1,1
645,female,0.75,3,1,19.26,1,0,0,1
646,male,48.0,1,1,76.73,1,0,0,1
647,male,19.0,3,0,7.9,0,0,1,0
648,male,56.0,1,0,35.5,1,0,0,1
649,male,30.0,3,0,7.55,0,0,1,0
650,female,23.0,3,0,7.55,0,0,1,1
651,male,30.0,3,0,7.9,0,0,1,0
652,female,18.0,2,0,23.0,0,0,1,1
653,male,21.0,3,0,8.43,0,0,1,0
654,female,30.0,3,0,7.83,0,1,0,1
655,female,18.0,3,0,6.75,0,1,0,0
656,male,24.0,2,1,73.5,0,0,1,0
657,male,30.0,3,0,7.9,0,0,1,0
658,female,32.0,3,1,15.5,0,1,0,0
659,male,23.0,2,0,13.0,0,0,1,0
660,male,58.0,1,0,113.28,1,0,0,0
661,male,50.0,1,1,133.65,0,0,1,1
662,male,40.0,3,0,7.22,1,0,0,0
663,male,47.0,1,0,25.59,0,0,1,0
664,male,36.0,3,0,7.5,0,0,1,0
665,male,20.0,3,1,7.92,0,0,1,1
666,male,32.0,2,1,73.5,0,0,1,0
667,male,25.0,2,0,13.0,0,0,1,0
668,male,30.0,3,0,7.78,0,0,1,0
669,male,43.0,3,0,8.05,0,0,1,0
670,female,30.0,1,1,52.0,0,0,1,1
671,female,40.0,2,1,39.0,0,0,1,1
672,male,31.0,1,1,52.0,0,0,1,0
673,male,70.0,2,0,10.5,0,0,1,0
674,male,31.0,2,0,13.0,0,0,1,1
675,male,30.0,2,0,0.0,0,0,1,0
676,male,18.0,3,0,7.78,0,0,1,0
677,male,24.0,3,0,8.05,0,0,1,0
678,female,18.0,3,0,9.84,0,0,1,1
679,female,43.0,3,1,46.9,0,0,1,0
680,male,36.0,1,0,512.33,1,0,0,1
681,female,30.0,3,0,8.14,0,1,0,0
682,male,27.0,1,0,76.73,1,0,0,1
683,male,20.0,3,0,9.22,0,0,1,0
684,male,14.0,3,1,46.9,0,0,1,0
685,male,60.0,2,1,39.0,0,0,1,0
686,male,25.0,2,1,41.58,1,0,0,0
687,male,14.0,3,1,39.69,0,0,1,0
688,male,19.0,3,0,10.17,0,0,1,0
689,male,18.0,3,0,7.8,0,0,1,0
690,female,15.0,1,0,211.34,0,0,1,1
691,male,31.0,1,1,57.0,0,0,1,1
692,female,4.0,3,0,13.42,1,0,0,1
693,male,30.0,3,0,56.5,0,0,1,1
694,male,25.0,3,0,7.22,1,0,0,0
695,male,60.0,1,0,26.55,0,0,1,0
696,male,52.0,2,0,13.5,0,0,1,0
697,male,44.0,3,0,8.05,0,0,1,0
698,female,30.0,3,0,7.73,0,1,0,1
699,male,49.0,1,1,110.88,1,0,0,0
700,male,42.0,3,0,7.65,0,0,1,0
701,female,18.0,1,1,227.53,1,0,0,1
702,male,35.0,1,0,26.29,0,0,1,1
703,female,18.0,3,0,14.45,1,0,0,0
704,male,25.0,3,0,7.74,0,1,0,0
705,male,26.0,3,1,7.85,0,0,1,0
706,male,39.0,2,0,26.0,0,0,1,0
707,female,45.0,2,0,13.5,0,0,1,1
708,male,42.0,1,0,26.29,0,0,1,1
709,female,22.0,1,0,151.55,0,0,1,1
710,male,30.0,3,1,15.25,1,0,0,1
711,female,24.0,1,0,49.5,1,0,0,1
712,male,30.0,1,0,26.55,0,0,1,0
713,male,48.0,1,1,52.0,0,0,1,1
714,male,29.0,3,0,9.48,0,0,1,0
715,male,52.0,2,0,13.0,0,0,1,0
716,male,19.0,3,0,7.65,0,0,1,0
717,female,38.0,1,0,227.53,1,0,0,1
718,female,27.0,2,0,10.5,0,0,1,1
719,male,30.0,3,0,15.5,0,1,0,0
720,male,33.0,3,0,7.78,0,0,1,0
721,female,6.0,2,0,33.0,0,0,1,1
722,male,17.0,3,1,7.05,0,0,1,0
723,male,34.0,2,0,13.0,0,0,1,0
724,male,50.0,2,0,13.0,0,0,1,0
725,male,27.0,1,1,53.1,0,0,1,1
726,male,20.0,3,0,8.66,0,0,1,0
727,female,30.0,2,1,21.0,0,0,1,1
728,female,30.0,3,0,7.74,0,1,0,1
729,male,25.0,2,1,26.0,0,0,1,0
730,female,25.0,3,1,7.92,0,0,1,0
731,female,29.0,1,0,211.34,0,0,1,1
732,male,11.0,3,0,18.79,1,0,0,0
733,male,30.0,2,0,0.0,0,0,1,0
734,male,23.0,2,0,13.0,0,0,1,0
735,male,23.0,2,0,13.0,0,0,1,0
736,male,28.0,3,0,16.1,0,0,1,0
737,female,48.0,3,1,34.38,0,0,1,0
738,male,35.0,1,0,512.33,1,0,0,1
739,male,30.0,3,0,7.9,0,0,1,0
740,male,30.0,3,0,7.9,0,0,1,0
741,male,30.0,1,0,30.0,0,0,1,1
742,male,36.0,1,1,78.85,0,0,1,0
743,female,21.0,1,1,262.38,1,0,0,1
744,male,24.0,3,1,16.1,0,0,1,0
745,male,31.0,3,0,7.92,0,0,1,1
746,male,70.0,1,1,71.0,0,0,1,0
747,male,16.0,3,1,20.25,0,0,1,0
748,female,30.0,2,0,13.0,0,0,1,1
749,male,19.0,1,1,53.1,0,0,1,0
750,male,31.0,3,0,7.75,0,1,0,0
751,female,4.0,2,1,23.0,0,0,1,1
752,male,6.0,3,0,12.47,0,0,1,1
753,male,33.0,3,0,9.5,0,0,1,0
754,male,23.0,3,0,7.9,0,0,1,0
755,female,48.0,2,1,65.0,0,0,1,1
756,male,0.67,2,1,14.5,0,0,1,1
757,male,28.0,3,0,7.8,0,0,1,0
758,male,18.0,2,0,11.5,0,0,1,0
759,male,34.0,3,0,8.05,0,0,1,0
760,female,33.0,1,0,86.5,0,0,1,1
761,male,30.0,3,0,14.5,0,0,1,0
762,male,41.0,3,0,7.12,0,0,1,0
763,male,20.0,3,0,7.23,1,0,0,1
764,female,36.0,1,1,120.0,0,0,1,1
765,male,16.0,3,0,7.78,0,0,1,0
766,female,51.0,1,1,77.96,0,0,1,1
767,male,30.0,1,0,39.6,1,0,0,0
768,female,30.0,3,0,7.75,0,1,0,0
769,male,30.0,3,1,24.15,0,1,0,0
770,male,32.0,3,0,8.36,0,0,1,0
771,male,24.0,3,0,9.5,0,0,1,0
772,male,48.0,3,0,7.85,0,0,1,0
773,female,57.0,2,0,10.5,0,0,1,0
774,male,30.0,3,0,7.22,1,0,0,0
775,female,54.0,2,1,23.0,0,0,1,1
776,male,18.0,3,0,7.75,0,0,1,0
777,male,30.0,3,0,7.75,0,1,0,0
778,female,5.0,3,0,12.47,0,0,1,1
779,male,30.0,3,0,7.74,0,1,0,0
780,female,43.0,1,0,211.34,0,0,1,1
781,female,13.0,3,0,7.23,1,0,0,1
782,female,17.0,1,1,57.0,0,0,1,1
783,male,29.0,1,0,30.0,0,0,1,0
784,male,30.0,3,1,23.45,0,0,1,0
785,male,25.0,3,0,7.05,0,0,1,0
786,male,25.0,3,0,7.25,0,0,1,0
787,female,18.0,3,0,7.5,0,0,1,1
788,male,8.0,3,1,29.12,0,1,0,0
789,male,1.0,3,1,20.57,0,0,1,1
790,male,46.0,1,0,79.2,1,0,0,0
791,male,30.0,3,0,7.75,0,1,0,0
792,male,16.0,2,0,26.0,0,0,1,0
793,female,30.0,3,1,69.55,0,0,1,0
794,male,30.0,1,0,30.7,1,0,0,0
795,male,25.0,3,0,7.9,0,0,1,0
796,male,39.0,2,0,13.0,0,0,1,0
797,female,49.0,1,0,25.93,0,0,1,1
798,female,31.0,3,0,8.68,0,0,1,1
799,male,30.0,3,0,7.23,1,0,0,0
800,female,30.0,3,1,24.15,0,0,1,0
801,male,34.0,2,0,13.0,0,0,1,0
802,female,31.0,2,1,26.25,0,0,1,1
803,male,11.0,1,1,120.0,0,0,1,1
804,male,0.42,3,0,8.52,1,0,0,1
805,male,27.0,3,0,6.97,0,0,1,1
806,male,31.0,3,0,7.78,0,0,1,0
807,male,39.0,1,0,0.0,0,0,1,0
808,female,18.0,3,0,7.78,0,0,1,0
809,male,39.0,2,0,13.0,0,0,1,0
810,female,33.0,1,1,53.1,0,0,1,1
811,male,26.0,3,0,7.89,0,0,1,0
812,male,39.0,3,0,24.15,0,0,1,0
813,male,35.0,2,0,10.5,0,0,1,0
814,female,6.0,3,1,31.27,0,0,1,0
815,male,30.0,3,0,8.05,0,0,1,0
816,male,30.0,1,0,0.0,0,0,1,0
817,female,23.0,3,0,7.92,0,0,1,0
818,male,31.0,2,1,37.0,1,0,0,0
819,male,43.0,3,0,6.45,0,0,1,0
820,male,10.0,3,1,27.9,0,0,1,0
821,female,52.0,1,1,93.5,0,0,1,1
822,male,27.0,3,0,8.66,0,0,1,1
823,male,38.0,1,0,0.0,0,0,1,0
824,female,27.0,3,0,12.47,0,0,1,1
825,male,2.0,3,1,39.69,0,0,1,0
826,male,30.0,3,0,6.95,0,1,0,0
827,male,30.0,3,0,56.5,0,0,1,0
828,male,1.0,2,0,37.0,1,0,0,1
829,male,30.0,3,0,7.75,0,1,0,1
830,female,62.0,1,0,80.0,0,0,1,1
831,female,15.0,3,1,14.45,1,0,0,1
832,male,0.83,2,1,18.75,0,0,1,1
833,male,30.0,3,0,7.23,1,0,0,0
834,male,23.0,3,0,7.85,0,0,1,0
835,male,18.0,3,0,8.3,0,0,1,0
836,female,39.0,1,1,83.16,1,0,0,1
837,male,21.0,3,0,8.66,0,0,1,0
838,male,30.0,3,0,8.05,0,0,1,0
839,male,32.0,3,0,56.5,0,0,1,1
840,male,30.0,1,0,29.7,1,0,0,1
841,male,20.0,3,0,7.92,0,0,1,0
842,male,16.0,2,0,10.5,0,0,1,0
843,female,30.0,1,0,31.0,1,0,0,1
844,male,34.0,3,0,6.44,1,0,0,0
845,male,17.0,3,0,8.66,0,0,1,0
846,male,42.0,3,0,7.55,0,0,1,0
847,male,30.0,3,1,69.55,0,0,1,0
848,male,35.0,3,0,7.9,1,0,0,0
849,male,28.0,2,0,33.0,0,0,1,0
850,female,30.0,1,1,89.1,1,0,0,1
851,male,4.0,3,1,31.27,0,0,1,0
852,male,74.0,3,0,7.78,0,0,1,0
853,female,9.0,3,1,15.25,1,0,0,0
854,female,16.0,1,0,39.4,0,0,1,1
855,female,44.0,2,1,26.0,0,0,1,0
856,female,18.0,3,0,9.35,0,0,1,1
857,female,45.0,1,1,164.87,0,0,1,1
858,male,51.0,1,0,26.55,0,0,1,1
859,female,24.0,3,0,19.26,1,0,0,1
860,male,30.0,3,0,7.23,1,0,0,0
861,male,41.0,3,1,14.11,0,0,1,0
862,male,21.0,2,1,11.5,0,0,1,0
863,female,48.0,1,0,25.93,0,0,1,1
864,female,30.0,3,1,69.55,0,0,1,0
865,male,24.0,2,0,13.0,0,0,1,0
866,female,42.0,2,0,13.0,0,0,1,1
867,female,27.0,2,1,13.86,1,0,0,1
868,male,31.0,1,0,50.5,0,0,1,0
869,male,30.0,3,0,9.5,0,0,1,0
870,male,4.0,3,1,11.13,0,0,1,1
871,male,26.0,3,0,7.9,0,0,1,0
872,female,47.0,1,1,52.55,0,0,1,1
873,male,33.0,1,0,5.0,0,0,1,0
874,male,47.0,3,0,9.0,0,0,1,0
875,female,28.0,2,1,24.0,1,0,0,1
876,female,15.0,3,0,7.22,1,0,0,1
877,male,20.0,3,0,9.85,0,0,1,0
878,male,19.0,3,0,7.9,0,0,1,0
879,male,30.0,3,0,7.9,0,0,1,0
880,female,56.0,1,0,83.16,1,0,0,1
881,female,25.0,2,0,26.0,0,0,1,1
882,male,33.0,3,0,7.9,0,0,1,0
883,female,22.0,3,0,10.52,0,0,1,0
884,male,28.0,2,0,10.5,0,0,1,0
885,male,25.0,3,0,7.05,0,0,1,0
886,female,39.0,3,0,29.12,0,1,0,0
887,male,27.0,2,0,13.0,0,0,1,0
888,female,19.0,1,0,30.0,0,0,1,1
889,female,30.0,3,1,23.45,0,0,1,0
890,male,26.0,1,0,30.0,1,0,0,1
891,male,32.0,3,0,7.75,0,1,0,0
